StudentQual,MotherQual,FatherQual,EduSpecNeed,TuitUTD,Scholarship,EnrollAge,UnemploymentRate,InflationRate,GDP,Target,SecondSemCredits
2,3,5,0,1,0,30,7.6,2.6,0.32,1,14.8
3,3,5,0,1,0,29,15.5,2.8,-4.06,-1,
2,5,3,0,1,0,19,9.4,-0.8,-3.12,1,13.25375
2,4,5,0,1,0,20,12.4,0.5,1.79,1,14.1
2,4,0,0,1,0,20,7.6,2.6,0.32,1,13.91666667
2,4,1,0,1,0,19,11.1,0.6,2.02,1,13.57142857
2,4,5,0,1,0,20,10.8,1.4,1.74,0,1.66666667
2,4,3,0,1,0,21,10.8,1.4,1.74,-1,
2,4,1,0,1,0,19,11.1,0.6,2.02,1,14.6
2,4,1,0,1,1,18,10.8,1.4,1.74,1,12.8285714
2,4,0,0,1,1,27,15.5,2.8,-4.06,1,12.8
2,4,1,0,1,1,19,12.4,0.5,1.79,1,12.4
2,3,3,0,1,1,19,7.6,2.6,0.32,-1,
2,3,2,0,1,0,19,15.5,2.8,-4.06,1,14.57142857
2,4,2,0,1,1,18,12.7,3.7,-1.7,1,13.81428571
2,4,2,0,1,1,20,12.4,0.5,1.79,0,1.5
2,4,0,0,1,1,18,12.7,3.7,-1.7,1,13.66666667
2,2,3,0,1,0,19,7.6,2.6,0.32,-1,
1,4,0,0,1,0,36,7.6,2.6,0.32,1,11.3
2,5,6,0,1,0,18,10.8,1.4,1.74,0,16
2,4,1,0,1,0,18,12.7,3.7,-1.7,0,12
2,4,1,0,1,0,19,12.7,3.7,-1.7,1,12.3
2,4,2,0,1,1,18,10.8,1.4,1.74,1,12.69428571
2,4,2,0,1,0,18,9.4,-0.8,-3.12,1,11
2,4,2,0,1,1,19,12.4,0.5,1.79,1,14.16666667
2,5,3,0,1,1,19,13.9,-0.3,0.79,1,16.5
2,3,2,0,1,0,18,15.5,2.8,-4.06,-1,14.625
2,3,2,0,1,0,20,11.1,0.6,2.02,1,12.8
2,4,1,0,1,1,20,12.4,0.5,1.79,0,12.8
2,4,0,0,1,0,20,10.8,1.4,1.74,1,14.4285714
2,4,0,0,1,1,18,10.8,1.4,1.74,1,13.38142857
2,4,2,0,1,0,18,15.5,2.8,-4.06,1,13.98375
2,4,0,0,1,0,19,9.4,-0.8,-3.12,1,12.6
2,4,1,0,1,0,19,9.4,-0.8,-3.12,0,11.25
2,2,NA,0,1,0,44,7.6,2.6,0.32,1,11
4,4,0,0,1,0,32,12.4,0.5,1.79,-1,
2,4,2,0,1,0,22,12.7,3.7,-1.7,-1,12
2,3,2,0,1,0,36,8.9,1.4,3.51,1,14.9999
2,4,0,0,1,1,18,16.2,0.3,-0.92,1,13.33333333
2,5,5,0,1,0,20,12.7,3.7,-1.7,1,14.6
2,4,2,0,1,1,20,11.1,0.6,2.02,1,13.45454545
2,5,3,0,1,0,19,15.5,2.8,-4.06,1,1.5
1,5,3,0,1,0,24,12.4,0.5,1.79,1,12.2
2,3,3,0,1,0,20,15.5,2.8,-4.06,0,1.4
2,5,5,0,1,0,27,10.8,1.4,1.74,-1,1.8
2,3,1,0,1,0,20,15.5,2.8,-4.06,0,12.625
2,2,NA,0,1,1,23,9.4,-0.8,-3.12,1,13.26666667
2,4,1,0,1,1,18,9.4,-0.8,-3.12,1,13.31
2,4,0,0,1,1,18,12.7,3.7,-1.7,1,12.2
2,3,0,0,1,1,20,10.8,1.4,1.74,1,13.48714286
2,4,1,0,1,1,20,13.9,-0.3,0.79,1,11.83333333
2,4,2,0,1,0,23,11.1,0.6,2.02,-1,12.83333333
2,4,2,0,1,0,20,7.6,2.6,0.32,1,13.96666667
1,2,NA,0,0,0,28,7.6,2.6,0.32,-1,
2,3,2,0,1,0,21,7.6,2.6,0.32,1,12.8
2,4,2,0,1,0,21,12.4,0.5,1.79,-1,
4,2,NA,0,1,0,28,7.6,2.6,0.32,-1,
2,5,3,1,1,0,18,16.2,0.3,-0.92,1,13.225
2,4,2,0,1,1,21,8.9,1.4,3.51,0,11.8
2,3,3,0,1,0,19,13.9,-0.3,0.79,1,14.375
2,3,2,0,1,1,18,12.7,3.7,-1.7,1,14.31428571
2,5,3,0,1,0,19,7.6,2.6,0.32,-1,
3,4,1,0,1,0,20,13.9,-0.3,0.79,0,13
2,3,2,0,1,1,20,12.4,0.5,1.79,1,12.12857143
2,3,0,0,1,1,18,10.8,1.4,1.74,1,12.2
2,4,2,0,1,0,20,10.8,1.4,1.74,-1,1.57142857
2,3,2,0,1,0,31,13.9,-0.3,0.79,-1,11.75
2,4,0,0,1,1,19,15.5,2.8,-4.06,1,14.4775
2,4,1,0,1,1,19,13.9,-0.3,0.79,1,13.54285714
2,4,3,0,1,0,23,13.9,-0.3,0.79,1,11.875
2,4,0,0,1,0,19,12.4,0.5,1.79,1,13.33333333
2,3,5,0,1,0,20,7.6,2.6,0.32,1,12.6
2,4,0,0,1,0,22,12.4,0.5,1.79,0,11.4
2,5,3,1,1,0,18,13.9,-0.3,0.79,0,12.83333333
4,4,0,0,0,0,27,12.7,3.7,-1.7,-1,11
1,4,1,0,1,0,29,12.7,3.7,-1.7,-1,
2,3,2,0,1,0,18,11.1,0.6,2.02,1,12.2
2,4,1,0,1,0,18,16.2,0.3,-0.92,1,12.66666667
2,4,1,0,1,0,18,9.4,-0.8,-3.12,1,12.77125
2,4,1,0,1,0,20,9.4,-0.8,-3.12,0,12.6
2,4,1,0,1,0,18,11.1,0.6,2.02,1,14.6
2,3,3,0,0,0,18,13.9,-0.3,0.79,0,1.83333333
4,5,5,0,0,0,28,10.8,1.4,1.74,-1,
2,4,3,0,1,1,18,12.7,3.7,-1.7,1,11.72142857
1,4,1,0,1,0,27,12.4,0.5,1.79,0,12.525
2,5,3,0,1,0,26,16.2,0.3,-0.92,0,13.8
2,4,3,0,1,0,18,12.7,3.7,-1.7,1,13.66666667
2,7,7,0,1,0,18,9.4,-0.8,-3.12,-1,14
2,3,2,1,1,0,21,15.5,2.8,-4.06,-1,
2,6,3,0,1,0,18,9.4,-0.8,-3.12,0,
2,2,NA,0,0,0,32,10.8,1.4,1.74,-1,
2,2,NA,0,1,0,28,7.6,2.6,0.32,1,11.75
2,4,2,0,0,0,40,12.7,3.7,-1.7,-1,
2,4,0,0,0,0,39,9.4,-0.8,-3.12,-1,
2,4,0,0,0,0,39,9.4,-0.8,-3.12,-1,
2,4,2,0,1,0,50,8.9,1.4,3.51,1,12.4
2,3,3,0,1,0,23,10.8,1.4,1.74,-1,11.66666667
1,2,NA,0,1,0,48,9.4,-0.8,-3.12,-1,11
2,4,0,0,1,0,23,7.6,2.6,0.32,-1,1.2
2,4,3,0,1,1,18,10.8,1.4,1.74,1,12.61
2,5,2,0,1,0,18,9.4,-0.8,-3.12,1,12.6
2,5,0,0,0,0,20,13.9,-0.3,0.79,1,13.5
2,3,3,0,1,1,18,10.8,1.4,1.74,1,13
2,7,5,0,1,0,18,16.2,0.3,-0.92,-1,
2,3,3,0,1,0,31,16.2,0.3,-0.92,-1,11
1,4,2,0,1,0,24,10.8,1.4,1.74,0,1.5
2,5,3,0,1,0,24,9.4,-0.8,-3.12,1,
2,4,0,0,0,0,26,10.8,1.4,1.74,-1,
2,5,5,0,1,0,18,16.2,0.3,-0.92,-1,11.75
2,4,0,0,1,1,19,12.7,3.7,-1.7,0,11.66666667
2,4,0,0,1,0,22,13.9,-0.3,0.79,-1,
2,6,5,0,1,0,18,10.8,1.4,1.74,1,11.69
3,3,2,0,0,0,20,16.2,0.3,-0.92,-1,
3,6,6,0,1,0,25,15.5,2.8,-4.06,1,
2,5,5,0,1,0,24,13.9,-0.3,0.79,1,11.28571429
2,5,5,0,1,0,27,8.9,1.4,3.51,-1,
2,5,2,0,1,0,21,15.5,2.8,-4.06,1,12.4
3,4,1,0,1,0,21,12.4,0.5,1.79,1,13.16666667
2,4,3,0,1,0,19,10.8,1.4,1.74,-1,11.33333333
2,4,2,0,1,0,28,16.2,0.3,-0.92,1,15.1818182
2,4,2,0,1,0,20,7.6,2.6,0.32,0,12
3,3,2,0,1,1,21,15.5,2.8,-4.06,1,12.625
2,3,3,0,1,1,18,16.2,0.3,-0.92,1,15.18888889
2,4,3,0,1,1,18,8.9,1.4,3.51,0,12.6
2,4,3,0,1,0,20,15.5,2.8,-4.06,0,11
3,3,3,0,1,0,25,16.2,0.3,-0.92,0,13.5
2,4,2,0,1,0,22,11.1,0.6,2.02,0,14.5
2,4,0,0,1,0,18,9.4,-0.8,-3.12,0,13.49666667
2,4,1,0,1,0,19,13.9,-0.3,0.79,1,11
2,2,2,0,1,0,19,12.4,0.5,1.79,-1,12
1,4,3,0,0,0,25,12.7,3.7,-1.7,-1,13.75
2,2,2,0,1,0,21,15.5,2.8,-4.06,-1,13.66666667
2,3,5,0,1,0,19,11.1,0.6,2.02,-1,
2,3,3,0,1,0,20,11.1,0.6,2.02,-1,
3,5,5,0,1,0,25,15.5,2.8,-4.06,-1,1.85714286
2,4,3,0,1,0,20,10.8,1.4,1.74,0,12
2,4,0,0,1,0,18,7.6,2.6,0.32,1,
3,NA,4,0,1,0,23,8.9,1.4,3.51,0,1.66666667
2,3,5,0,1,0,23,9.4,-0.8,-3.12,1,12.575
3,5,1,0,1,0,21,8.9,1.4,3.51,1,12
2,3,3,0,1,0,20,9.4,-0.8,-3.12,0,12.66666667
2,3,3,0,1,0,25,12.4,0.5,1.79,-1,11.33333333
2,4,1,0,1,0,18,8.9,1.4,3.51,1,13.2
NA,3,3,0,1,0,22,10.8,1.4,1.74,1,13.625
2,4,2,0,1,0,27,8.9,1.4,3.51,1,14.71428571
1,6,3,0,1,0,25,16.2,0.3,-0.92,-1,
2,2,0,0,1,0,18,7.6,2.6,0.32,-1,11.33333333
2,4,2,0,1,0,20,12.7,3.7,-1.7,1,14.2
2,5,6,0,1,0,27,16.2,0.3,-0.92,1,11.5
2,3,3,0,1,0,20,7.6,2.6,0.32,1,12
2,4,0,0,1,0,22,7.6,2.6,0.32,-1,12
2,4,5,0,1,0,19,12.4,0.5,1.79,-1,1.8
2,5,2,0,1,0,20,13.9,-0.3,0.79,0,1.83333333
2,4,2,0,1,0,19,9.4,-0.8,-3.12,1,
1,3,3,0,0,0,29,9.4,-0.8,-3.12,-1,
2,5,3,0,1,0,19,12.7,3.7,-1.7,1,13.82857143
2,4,0,0,1,1,28,9.4,-0.8,-3.12,0,1.2
2,4,0,0,1,0,20,7.6,2.6,0.32,1,11.66666667
2,4,0,0,1,0,20,10.8,1.4,1.74,1,13.625
2,2,7,0,1,0,31,7.6,2.6,0.32,-1,
2,2,3,0,1,0,18,13.9,-0.3,0.79,1,12.61428571
2,3,2,0,1,0,19,8.9,1.4,3.51,0,13.28571429
2,4,1,0,1,0,18,13.9,-0.3,0.79,1,12.8
2,4,0,0,1,0,19,10.8,1.4,1.74,1,11.6
2,3,2,0,1,1,18,12.7,3.7,-1.7,1,15.2
2,4,2,0,1,0,19,7.6,2.6,0.32,1,13.2
2,4,1,0,1,1,18,15.5,2.8,-4.06,1,12.28571429
2,4,0,0,1,0,19,7.6,2.6,0.32,1,12
2,4,3,0,1,0,19,13.9,-0.3,0.79,1,13.825
2,4,3,0,1,0,18,10.8,1.4,1.74,1,14.55555556
2,5,2,0,1,0,19,16.2,0.3,-0.92,0,11.7
3,4,3,0,1,1,20,11.1,0.6,2.02,1,13.57142857
2,3,2,0,1,0,20,12.7,3.7,-1.7,0,13
2,4,0,0,1,0,20,11.1,0.6,2.02,0,14
4,4,0,0,1,0,29,10.8,1.4,1.74,-1,11.54545455
2,4,2,0,0,1,20,7.6,2.6,0.32,-1,1
2,4,3,0,0,0,31,8.9,1.4,3.51,-1,12.6
2,4,0,1,1,0,20,10.8,1.4,1.74,1,13.77777778
2,4,0,0,1,0,21,15.5,2.8,-4.06,1,11.46153846
4,4,1,0,1,0,23,12.4,0.5,1.79,-1,
2,4,1,0,0,0,21,10.8,1.4,1.74,-1,11.6
3,3,3,0,1,0,24,16.2,0.3,-0.92,1,15.74444444
2,3,3,0,1,0,27,15.5,2.8,-4.06,1,12.33333333
2,3,0,0,1,1,18,13.9,-0.3,0.79,1,15.8125
2,2,3,0,0,0,21,9.4,-0.8,-3.12,-1,
2,4,5,0,1,1,19,7.6,2.6,0.32,-1,
2,4,2,0,1,1,19,10.8,1.4,1.74,1,12.35571429
2,4,1,0,1,0,18,12.4,0.5,1.79,-1,
2,4,0,0,1,1,18,7.6,2.6,0.32,0,11.98
2,4,0,0,1,1,20,8.9,1.4,3.51,1,12.57142857
2,3,0,0,1,0,24,9.4,-0.8,-3.12,1,14.16666667
2,3,3,0,1,0,20,12.4,0.5,1.79,1,11.16666667
2,3,2,0,1,0,20,12.4,0.5,1.79,0,13.2
2,4,0,0,1,1,19,12.7,3.7,-1.7,1,12.35714286
2,3,0,0,1,1,18,12.7,3.7,-1.7,1,13.85714286
4,4,0,0,1,1,20,9.4,-0.8,-3.12,1,1.66666667
2,4,0,0,1,0,20,16.2,0.3,-0.92,1,13.78888889
2,4,0,0,1,1,19,11.1,0.6,2.02,1,13.1875
3,5,3,0,1,0,19,12.4,0.5,1.79,0,11.75
2,5,2,0,1,0,20,12.7,3.7,-1.7,1,12.5
2,3,1,0,1,0,19,13.9,-0.3,0.79,-1,1
2,4,1,0,1,0,19,9.4,-0.8,-3.12,-1,1.25
2,4,0,0,1,1,18,9.4,-0.8,-3.12,1,13.73125
2,4,0,0,1,1,23,11.1,0.6,2.02,-1,12.66666667
2,4,2,0,1,0,21,12.7,3.7,-1.7,-1,1.8
3,4,1,0,1,0,23,11.1,0.6,2.02,1,11.33333333
2,4,0,0,1,0,19,13.9,-0.3,0.79,1,13.81111111
2,3,1,0,1,0,18,12.4,0.5,1.79,1,14.16666667
2,4,0,1,1,0,19,10.8,1.4,1.74,1,12
2,4,0,0,1,1,25,12.7,3.7,-1.7,1,12.4285714
2,3,1,0,1,0,19,9.4,-0.8,-3.12,0,13
2,3,2,0,1,1,19,13.9,-0.3,0.79,1,15.5
2,4,1,0,1,1,24,12.7,3.7,-1.7,1,11.7
2,4,0,0,1,1,18,8.9,1.4,3.51,1,14
2,4,0,0,1,1,19,16.2,0.3,-0.92,1,12.71428571
2,4,0,0,1,1,18,12.7,3.7,-1.7,1,12.62857143
2,4,3,0,1,0,27,10.8,1.4,1.74,0,11.4
2,3,3,0,1,0,19,15.5,2.8,-4.06,1,11.6
2,3,3,0,1,1,18,12.7,3.7,-1.7,-1,11.83333333
2,4,0,0,0,0,34,12.7,3.7,-1.7,-1,
2,4,0,0,1,0,18,7.6,2.6,0.32,0,11
2,4,1,0,1,0,18,7.6,2.6,0.32,0,12.33333333
2,4,1,0,1,0,18,9.4,-0.8,-3.12,0,14.26875
2,4,1,0,0,0,20,8.9,1.4,3.51,-1,
2,4,0,0,1,1,19,7.6,2.6,0.32,0,13.33333333
2,4,3,0,1,0,21,7.6,2.6,0.32,0,1
4,4,2,0,1,0,26,10.8,1.4,1.74,1,14.83333333
2,3,2,0,1,0,27,10.8,1.4,1.74,1,13.2125
2,3,1,0,1,0,20,9.4,-0.8,-3.12,1,1.75
2,4,3,0,1,0,18,16.2,0.3,-0.92,1,16.42857143
3,3,3,0,0,0,23,8.9,1.4,3.51,0,13.5
1,3,7,0,1,0,24,12.7,3.7,-1.7,1,12.61428571
3,4,1,0,1,1,19,13.9,-0.3,0.79,1,11.5
2,4,1,0,1,0,19,10.8,1.4,1.74,1,11
2,4,1,0,1,1,19,8.9,1.4,3.51,0,1
2,4,2,0,1,0,18,7.6,2.6,0.32,0,1
2,3,1,0,1,0,22,16.2,0.3,-0.92,1,11.45454545
2,3,2,0,1,0,20,12.7,3.7,-1.7,1,12.4
2,4,2,0,1,0,25,11.1,0.6,2.02,-1,
3,3,5,0,1,0,21,15.5,2.8,-4.06,1,15.5
2,4,2,0,1,0,19,11.1,0.6,2.02,0,11.7833333
2,3,2,0,1,0,18,13.9,-0.3,0.79,1,13.66666667
2,4,0,0,1,0,18,7.6,2.6,0.32,1,13.25
2,5,5,0,1,0,19,13.9,-0.3,0.79,1,14.44444444
2,5,5,0,1,1,19,10.8,1.4,1.74,1,16
2,4,1,0,0,0,18,10.8,1.4,1.74,-1,11.75
3,4,1,0,1,1,20,12.4,0.5,1.79,1,13.54545455
2,3,2,0,1,0,19,12.4,0.5,1.79,-1,
2,4,0,0,1,0,28,16.2,0.3,-0.92,1,13.55473684
2,4,3,0,1,1,20,12.7,3.7,-1.7,1,11
2,4,1,0,1,0,30,7.6,2.6,0.32,-1,14.71428571
2,3,2,0,1,1,19,12.4,0.5,1.79,1,11.7375
2,4,2,0,1,0,22,12.7,3.7,-1.7,1,13.2
2,4,1,0,1,0,18,11.1,0.6,2.02,1,13.5
2,4,0,0,1,0,23,7.6,2.6,0.32,-1,11
2,3,2,0,1,0,18,11.1,0.6,2.02,1,15
2,4,2,0,1,0,18,15.5,2.8,-4.06,0,12
1,4,0,0,0,0,50,10.8,1.4,1.74,-1,
2,5,5,0,1,1,19,13.9,-0.3,0.79,1,
2,4,1,0,1,0,22,13.9,-0.3,0.79,1,1.66666667
3,3,3,0,1,1,23,12.4,0.5,1.79,1,14
2,3,3,0,0,1,20,12.7,3.7,-1.7,-1,14
1,4,0,0,0,0,44,13.9,-0.3,0.79,-1,
1,4,0,0,1,0,49,15.5,2.8,-4.06,1,11.22222222
2,4,0,0,1,0,46,7.6,2.6,0.32,1,12.8
3,4,0,0,0,0,41,12.4,0.5,1.79,-1,11
2,4,2,0,1,0,18,13.9,-0.3,0.79,1,12.48125
2,4,3,0,1,0,43,9.4,-0.8,-3.12,1,14
1,4,0,0,0,0,70,10.8,1.4,1.74,-1,
1,4,1,0,1,0,48,15.5,2.8,-4.06,-1,
2,4,0,0,1,0,41,15.5,2.8,-4.06,1,12.38461538
2,4,2,0,1,0,21,12.7,3.7,-1.7,0,13
2,4,0,0,0,0,35,16.2,0.3,-0.92,-1,
1,5,3,0,1,0,44,10.8,1.4,1.74,1,15.5
2,5,3,0,1,0,18,13.9,-0.3,0.79,-1,13.5
2,4,0,0,1,0,45,7.6,2.6,0.32,1,13.66666667
2,5,3,0,1,0,20,15.5,2.8,-4.06,0,1.8
3,3,1,0,1,0,22,12.4,0.5,1.79,1,11.71428571
2,4,1,0,1,0,39,13.9,-0.3,0.79,-1,17
3,5,5,0,0,0,20,12.4,0.5,1.79,0,12
1,4,2,0,1,0,49,8.9,1.4,3.51,-1,13.66666667
5,7,7,0,1,0,43,11.1,0.6,2.02,-1,12.5
2,4,0,0,1,0,32,7.6,2.6,0.32,-1,
1,4,0,0,1,0,47,10.8,1.4,1.74,1,14.85714286
2,4,0,0,1,1,37,16.2,0.3,-0.92,-1,13.33333333
2,4,3,0,1,0,41,10.8,1.4,1.74,1,12.14285714
2,4,0,0,1,0,60,15.5,2.8,-4.06,1,14.2376923
2,3,2,0,1,0,47,10.8,1.4,1.74,1,15.77777778
2,4,1,0,0,0,50,12.4,0.5,1.79,-1,
1,4,1,0,1,0,45,7.6,2.6,0.32,-1,
2,4,0,0,0,0,45,15.5,2.8,-4.06,-1,
2,4,0,0,1,0,33,7.6,2.6,0.32,1,11.6
2,5,5,0,1,0,18,10.8,1.4,1.74,1,13.1571429
2,4,0,0,1,0,43,9.4,-0.8,-3.12,1,14.4
2,4,0,0,1,0,44,12.7,3.7,-1.7,1,12
1,2,0,0,1,0,29,7.6,2.6,0.32,-1,
2,5,3,0,0,0,53,12.7,3.7,-1.7,-1,
NA,4,0,0,1,0,37,9.4,-0.8,-3.12,0,17.6
2,4,3,0,1,0,18,13.9,-0.3,0.79,0,12.4
1,4,1,0,1,0,35,16.2,0.3,-0.92,-1,12
2,4,3,0,1,0,23,11.1,0.6,2.02,0,12
2,4,1,0,1,0,22,7.6,2.6,0.32,1,
2,4,0,0,0,0,33,10.8,1.4,1.74,-1,
4,4,1,0,0,0,41,10.8,1.4,1.74,-1,
4,4,1,0,1,0,51,13.9,-0.3,0.79,1,16.575
2,2,7,0,1,0,19,11.1,0.6,2.02,1,14.375
2,4,0,0,1,0,35,11.1,0.6,2.02,-1,
2,4,3,0,1,0,20,7.6,2.6,0.32,1,
2,5,5,0,1,0,18,13.9,-0.3,0.79,0,11.2
2,4,0,0,0,1,18,13.9,-0.3,0.79,-1,12
3,5,3,0,1,0,21,13.9,-0.3,0.79,1,11.66666667
2,3,2,0,1,0,21,13.9,-0.3,0.79,1,11.6
2,4,0,0,1,0,34,9.4,-0.8,-3.12,1,12.75
2,4,0,0,1,0,34,16.2,0.3,-0.92,-1,
2,5,5,0,1,0,21,11.1,0.6,2.02,1,12
2,5,0,0,1,0,32,13.9,-0.3,0.79,0,12.33333333
2,4,0,0,1,0,30,7.6,2.6,0.32,-1,11.33333333
2,3,5,0,1,0,19,8.9,1.4,3.51,0,11.18181818
2,3,2,0,1,0,20,8.9,1.4,3.51,-1,13
2,4,2,0,1,0,18,12.4,0.5,1.79,-1,
2,5,5,0,1,0,19,8.9,1.4,3.51,1,12.5
2,5,5,0,1,0,18,12.4,0.5,1.79,-1,12.4
2,3,2,0,1,0,27,12.7,3.7,-1.7,-1,1.33333333
1,3,3,0,1,0,52,9.4,-0.8,-3.12,1,15
2,3,3,0,0,0,29,15.5,2.8,-4.06,-1,
3,3,2,0,0,0,22,8.9,1.4,3.51,-1,11
2,4,1,0,1,0,28,15.5,2.8,-4.06,1,11.42857143
NA,3,3,0,1,0,30,7.6,2.6,0.32,-1,
2,3,3,0,1,0,18,16.2,0.3,-0.92,1,13.94444444
2,4,0,0,1,0,21,9.4,-0.8,-3.12,1,13.33333333
2,4,0,0,1,1,20,12.7,3.7,-1.7,1,14.66666667
2,4,0,0,1,1,21,9.4,-0.8,-3.12,1,13.15
1,4,0,0,0,0,32,10.8,1.4,1.74,-1,
2,4,0,0,1,1,20,12.4,0.5,1.79,1,12.16666667
2,3,2,0,0,0,19,15.5,2.8,-4.06,-1,
2,3,3,0,0,0,18,8.9,1.4,3.51,-1,12.33333333
2,4,5,0,0,0,23,7.6,2.6,0.32,-1,11.36363636
2,3,3,0,1,0,20,12.4,0.5,1.79,1,13
2,4,0,0,1,0,46,9.4,-0.8,-3.12,1,11.8
2,5,5,0,1,0,27,15.5,2.8,-4.06,1,12.38461538
2,5,2,0,1,0,20,16.2,0.3,-0.92,0,
1,4,0,0,1,0,41,9.4,-0.8,-3.12,1,12
2,3,5,0,1,0,40,11.1,0.6,2.02,0,1
3,3,3,0,1,0,37,12.4,0.5,1.79,1,13
2,4,1,0,1,0,20,12.4,0.5,1.79,0,11.2
3,3,3,0,1,0,20,10.8,1.4,1.74,0,12.4
3,3,0,0,1,0,26,12.4,0.5,1.79,1,12.57142857
2,4,0,0,1,0,54,8.9,1.4,3.51,1,13.85714286
2,4,2,0,1,0,21,10.8,1.4,1.74,1,14
2,3,3,0,1,1,20,11.1,0.6,2.02,1,15.14285714
2,3,2,0,1,0,18,12.4,0.5,1.79,-1,
2,3,2,0,1,0,19,15.5,2.8,-4.06,0,13.29444444
2,4,3,0,1,0,18,9.4,-0.8,-3.12,1,12.16666667
2,5,3,0,1,0,19,12.4,0.5,1.79,0,12.2
3,3,3,0,1,0,22,13.9,-0.3,0.79,-1,12
2,5,3,0,1,0,19,12.4,0.5,1.79,1,15.625
2,5,5,0,1,0,21,8.9,1.4,3.51,-1,12.7
2,5,5,0,1,0,20,11.1,0.6,2.02,0,14.33333333
2,3,2,0,1,1,18,16.2,0.3,-0.92,1,13.83333333
2,4,1,0,1,1,18,8.9,1.4,3.51,1,15.5
2,3,3,0,1,0,20,15.5,2.8,-4.06,-1,1.5
2,4,0,0,1,1,18,15.5,2.8,-4.06,1,14.63375
2,5,5,0,1,0,18,9.4,-0.8,-3.12,0,13.345
2,3,NA,0,1,1,20,12.4,0.5,1.79,1,12.33333333
2,3,3,0,1,0,19,11.1,0.6,2.02,1,12.14285714
2,5,5,0,1,0,18,12.7,3.7,-1.7,1,14
2,5,3,0,1,0,18,10.8,1.4,1.74,1,14.53714286
2,4,0,0,1,1,18,7.6,2.6,0.32,-1,14
2,4,3,0,1,1,20,12.7,3.7,-1.7,1,
2,3,2,0,1,1,19,11.1,0.6,2.02,1,13.83333333
2,5,5,0,0,0,36,15.5,2.8,-4.06,-1,
2,3,4,0,1,1,19,11.1,0.6,2.02,1,12.42857143
2,5,3,0,1,0,18,8.9,1.4,3.51,1,13.6
2,4,2,0,1,1,18,12.4,0.5,1.79,1,12.16666667
2,4,1,0,1,1,18,8.9,1.4,3.51,1,14.16666667
2,3,3,0,1,0,19,12.4,0.5,1.79,1,13.22222222
2,3,3,0,1,0,18,11.1,0.6,2.02,1,12.95
2,3,0,0,1,1,19,8.9,1.4,3.51,1,13.66666667
2,5,3,0,1,0,18,10.8,1.4,1.74,0,12.75
3,0,2,0,0,1,22,8.9,1.4,3.51,0,12
2,4,3,0,0,0,18,11.1,0.6,2.02,-1,
2,4,2,0,1,0,19,8.9,1.4,3.51,1,12.2
2,4,1,0,1,0,18,11.1,0.6,2.02,1,14
2,3,5,0,1,0,19,11.1,0.6,2.02,1,14.28571429
2,4,3,0,1,0,20,11.1,0.6,2.02,0,1
2,3,1,0,1,1,18,16.2,0.3,-0.92,1,12.16666667
2,5,5,0,0,0,23,11.1,0.6,2.02,0,13
2,3,5,0,1,0,20,8.9,1.4,3.51,-1,
2,5,3,0,1,0,20,12.4,0.5,1.79,0,11.5
2,3,3,0,0,1,22,12.4,0.5,1.79,-1,
2,4,1,0,1,1,18,11.1,0.6,2.02,1,13.66666667
2,4,1,0,1,1,18,11.1,0.6,2.02,1,13.62777778
2,5,6,0,1,0,18,11.1,0.6,2.02,1,14.14444444
2,4,5,0,1,0,18,11.1,0.6,2.02,1,15
2,3,3,0,1,0,21,11.1,0.6,2.02,0,12.66666667
2,3,0,0,1,0,20,10.8,1.4,1.74,0,11.5
2,3,3,0,1,0,18,12.4,0.5,1.79,1,12.83333333
2,4,0,0,0,1,20,11.1,0.6,2.02,0,13.16428571
2,2,0,0,1,0,25,7.6,2.6,0.32,1,12.83333333
2,4,2,0,1,1,18,13.9,-0.3,0.79,1,11.6
2,2,2,0,1,0,19,13.9,-0.3,0.79,1,
2,3,2,0,1,0,20,12.4,0.5,1.79,0,13.2
2,4,2,0,1,1,20,12.4,0.5,1.79,1,13.28571429
2,3,3,0,1,1,21,11.1,0.6,2.02,1,11.5
2,3,5,0,1,0,18,8.9,1.4,3.51,1,14
2,3,3,0,1,0,18,11.1,0.6,2.02,-1,13.16666667
2,3,5,0,1,1,18,11.1,0.6,2.02,1,15.33333333
2,4,2,0,1,0,18,9.4,-0.8,-3.12,1,14.25
2,5,2,0,1,0,19,15.5,2.8,-4.06,-1,
2,NA,5,0,1,0,20,13.9,-0.3,0.79,-1,11
1,2,NA,0,1,0,47,7.6,2.6,0.32,-1,
2,3,5,0,1,0,21,10.8,1.4,1.74,0,12.5
2,4,0,0,1,0,31,16.2,0.3,-0.92,-1,1
2,4,0,0,1,0,46,7.6,2.6,0.32,-1,
2,5,3,0,1,0,18,8.9,1.4,3.51,0,11
2,5,5,1,1,0,19,8.9,1.4,3.51,-1,1.75
2,3,0,0,1,0,23,8.9,1.4,3.51,0,13.5
3,5,3,0,0,0,22,12.7,3.7,-1.7,-1,
2,4,3,0,1,0,19,9.4,-0.8,-3.12,1,12.4
2,5,5,0,0,0,19,8.9,1.4,3.51,-1,
2,5,3,0,0,0,22,8.9,1.4,3.51,0,14
2,5,NA,0,0,0,29,9.4,-0.8,-3.12,-1,
2,4,1,0,1,0,18,7.6,2.6,0.32,1,14.1666667
2,4,NA,0,1,0,18,9.4,-0.8,-3.12,1,1.8
2,4,0,0,0,1,23,9.4,-0.8,-3.12,-1,
